Время: 04/05/2017 21:14:47 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,657189805832314| Всего: 0,657189805832314| Состояние: OK 
Время: 04/19/2017 18:35:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00688091043237639| Всего: 2,41135889858073| Состояние: NOLOAD 
Время: 04/19/2017 18:35:46 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0033091810966419| Всего: 2,41466807967737| Состояние: NOLOAD 
Время: 04/19/2017 18:35:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00181372182993857| Всего: 2,41648180150731| Состояние: NOLOAD 
Время: 04/19/2017 18:35:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00983703581608694| Всего: 2,4263188373234| Состояние: NOLOAD 
Время: 04/19/2017 18:35:55 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00811206525103751| Всего: 2,43443090257444| Состояние: NOLOAD 
Время: 04/19/2017 18:35:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00166617082043838| Всего: 2,43609707339488| Состояние: NOLOAD 
Время: 04/19/2017 18:36:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00433286107347014| Всего: 2,44042993446835| Состояние: NOLOAD 
Время: 04/19/2017 18:36:04 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000311491238098355| Всего: 2,44074142570645| Состояние: NOLOAD 
Время: 04/19/2017 18:36:07 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00588705566054539| Всего: 2,446628481367| Состояние: NOLOAD 
Время: 04/19/2017 18:36:10 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0067055893254958| Всего: 2,4533340706925| Состояние: NOLOAD 
Время: 04/19/2017 18:36:14 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00741839707243182| Всего: 2,46075246776493| Состояние: NOLOAD 
Время: 04/19/2017 18:36:53 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000141516747019029| Всего: 2,46089398451195| Состояние: NOLOAD 
Время: 04/19/2017 18:36:55 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00762688999419421| Всего: 2,47312734239884| Состояние: OK 
Время: 04/19/2017 18:36:56 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00439919562283866| Всего: 2,47752653802168| Состояние: OK 
Время: 04/19/2017 18:36:56 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00263531651004931| Всего: 2,48016185453173| Состояние: OK 
Время: 04/19/2017 18:36:57 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00450542537705294| Всего: 2,48466727990878| Состояние: OK 
Время: 04/19/2017 18:36:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00717001275493298| Всего: 2,50176206236791| Состояние: OK 
Время: 04/19/2017 18:36:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0099247697041951| Всего: 2,49459204961298| Состояние: OK 
Время: 04/19/2017 18:36:59 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00349502933840036| Всего: 2,50525709170631| Состояние: OK 
Время: 04/19/2017 18:36:59 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00224209043301739| Всего: 2,50749918213933| Состояние: OK 
Время: 04/19/2017 18:37:00 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00619240527795274| Всего: 2,51369158741728| Состояние: OK 
Время: 04/19/2017 18:37:00 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00755306243316879| Всего: 2,52124464985045| Состояние: OK 
Время: 04/19/2017 18:37:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00618455960237633| Всего: 2,52742920945283| Состояние: OK 
Время: 04/19/2017 18:37:02 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000682808300798204| Всего: 2,52811201775363| Состояние: OK 
Время: 04/19/2017 18:37:14 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00886486165172647| Всего: 2,53697687940536| Состояние: NOLOAD 
Время: 04/19/2017 18:37:15 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00889681282401868| Всего: 2,54587369222938| Состояние: NOLOAD 
Время: 04/19/2017 18:37:18 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00324058143107248| Всего: 2,54911427366045| Состояние: NOLOAD 
Время: 04/19/2017 18:37:21 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00493134514658309| Всего: 2,55404561880703| Состояние: NOLOAD 
Время: 04/19/2017 18:37:24 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00800079204980321| Всего: 2,56204641085683| Состояние: NOLOAD 
Время: 04/19/2017 18:37:27 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00568964876965138| Всего: 2,56773605962648| Состояние: NOLOAD 
Время: 04/19/2017 18:37:30 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00640102995391983| Всего: 2,5741370895804| Состояние: NOLOAD 
Время: 04/19/2017 18:37:33 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00537669939705017| Всего: 2,57951378897745| Состояние: NOLOAD 
Время: 04/19/2017 18:37:36 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0014536365128372| Всего: 2,58096742549029| Состояние: NOLOAD 
Время: 04/19/2017 18:37:39 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00957209693713677| Всего: 2,59053952242743| Состояние: NOLOAD 
Время: 04/19/2017 18:37:42 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00996006669009107| Всего: 2,60049958911752| Состояние: NOLOAD 
Время: 04/19/2017 18:37:45 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00686964142456168| Всего: 2,60736923054208| Состояние: NOLOAD 
Время: 04/19/2017 18:37:48 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00620642315885351| Всего: 2,61357565370093| Состояние: NOLOAD 
Время: 04/19/2017 18:37:51 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00731394627006443| Всего: 2,62088959997099| Состояние: NOLOAD 
Время: 04/19/2017 18:37:56 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00502785356018127| Всего: 2,62591745353117| Состояние: NOLOAD 
Время: 04/19/2017 18:38:00 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00117529817911577| Всего: 2,62709275171029| Состояние: NOLOAD 
Время: 04/19/2017 18:38:00 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00706739242052072| Всего: 2,63416014413081| Состояние: NOLOAD 
Время: 04/19/2017 18:38:03 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00373627659573046| Всего: 2,63789642072654| Состояние: NOLOAD 
Время: 04/19/2017 18:38:06 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00686523581243364| Всего: 2,64476165653897| Состояние: NOLOAD 
Время: 04/19/2017 18:38:09 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00316563355418184| Всего: 2,64792729009315| Состояние: NOLOAD 
Время: 04/19/2017 18:38:12 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0025547677569812| Всего: 2,65048205785013| Состояние: NOLOAD 
Время: 04/19/2017 18:38:15 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00390291237454066| Всего: 2,65438497022467| Состояние: NOLOAD 
Время: 04/19/2017 18:38:18 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000155757386309913| Всего: 2,65454072761098| Состояние: NOLOAD 
Время: 04/19/2017 18:38:21 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00588138348231157| Всего: 2,66042211109329| Состояние: NOLOAD 
Время: 04/19/2017 18:38:24 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00735180838375902| Всего: 2,66777391947705| Состояние: NOLOAD 
Время: 04/19/2017 18:38:27 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00952611423075484| Всего: 2,6773000337078| Состояние: NOLOAD 
Время: 04/19/2017 18:38:30 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000455462425227958| Всего: 2,67775549613303| Состояние: NOLOAD 
Время: 04/19/2017 18:38:33 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00763850259950315| Всего: 2,68539399873253| Состояние: NOLOAD 
Время: 04/19/2017 18:38:36 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00224037832684833| Всего: 2,68763437705938| Состояние: NOLOAD 
Время: 04/19/2017 18:38:39 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00793366046991835| Всего: 2,6955680375293| Состояние: NOLOAD 
Время: 04/19/2017 18:38:44 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000688505154423651| Всего: 2,69625654268372| Состояние: NOLOAD 
Время: 04/19/2017 18:39:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00575611866347311| Всего: 2,70201266134719| Состояние: NOLOAD 
Время: 04/19/2017 18:39:39 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00562916222756224| Всего: 2,70764182357475| Состояние: OK 
Время: 04/19/2017 18:39:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00915422751528873| Всего: 2,71679605109004| Состояние: OK 
Время: 04/19/2017 18:39:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00924720359931104| Всего: 2,72604325468935| Состояние: OK 
Время: 04/19/2017 18:39:41 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0027693579964197| Всего: 2,72881261268577| Состояние: OK 
Время: 04/19/2017 18:39:41 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00109227964239767| Всего: 2,72990489232817| Состояние: OK 
Время: 04/19/2017 18:39:42 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00788626361074218| Всего: 2,74317130203043| Состояние: OK 
Время: 04/19/2017 18:39:42 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00538014609151527| Всего: 2,73528503841969| Состояние: OK 
Время: 04/19/2017 18:39:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00101594055584443| Всего: 2,74418724258627| Состояние: OK 
Время: 04/19/2017 18:39:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00476481734996886| Всего: 2,74996942705475| Состояние: OK 
Время: 04/19/2017 18:39:44 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00101736711851199| Всего: 2,74520460970478| Состояние: OK 
Время: 04/19/2017 18:39:45 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00315283137986103| Всего: 2,75312225843461| Состояние: OK 
Время: 04/19/2017 18:39:45 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00805479305705744| Всего: 2,76117705149167| Состояние: OK 
Время: 04/19/2017 18:39:45 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00443912893274758| Всего: 2,76561618042442| Состояние: OK 
Время: 04/19/2017 18:39:46 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00576567508548762| Всего: 2,77138185550991| Состояние: OK 
Время: 04/19/2017 18:39:47 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00829900221819943| Всего: 2,77968085772811| Состояние: OK 
Время: 04/19/2017 18:39:47 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00261082343413067| Всего: 2,78229168116224| Состояние: OK 
Время: 04/19/2017 18:39:48 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00214215919475172| Всего: 2,78443384035699| Состояние: OK 
Время: 04/19/2017 18:39:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00231973115928459| Всего: 2,78675357151627| Состояние: OK 
Время: 04/19/2017 18:39:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00517469801249667| Всего: 2,79192826952877| Состояние: OK 
Время: 04/19/2017 18:39:50 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00245612868222228| Всего: 2,79438439821099| Состояние: OK 
Время: 04/19/2017 18:39:51 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000687826620735147| Всего: 2,79507222483173| Состояние: OK 
Время: 04/19/2017 18:39:51 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00301892604819449| Всего: 2,79809115087992| Состояние: NOLOAD 
Время: 04/19/2017 18:39:54 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,008128040543817| Всего: 2,80621919142374| Состояние: NOLOAD 
Время: 04/19/2017 18:39:57 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00496194927718581| Всего: 2,81118114070093| Состояние: NOLOAD 
Время: 04/19/2017 18:40:00 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00874105543770876| Всего: 2,81992219613864| Состояние: NOLOAD 
Время: 04/19/2017 18:40:03 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00735919794876091| Всего: 2,8272813940874| Состояние: NOLOAD 
Время: 04/19/2017 18:41:36 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00757953676282407| Всего: 2,83486093085022| Состояние: NOLOAD 
Время: 04/19/2017 18:41:39 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00847467781904837| Всего: 2,84333560866927| Состояние: NOLOAD 
Время: 04/19/2017 18:41:42 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00523418634442342| Всего: 2,84856979501369| Состояние: NOLOAD 
Время: 04/19/2017 18:41:45 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00876252735441668| Всего: 2,85733232236811| Состояние: NOLOAD 
Время: 04/19/2017 18:41:48 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00313632107020184| Всего: 2,86046864343831| Состояние: NOLOAD 
Время: 04/19/2017 18:41:51 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00351997604291885| Всего: 2,86398861948123| Состояние: NOLOAD 
Время: 04/19/2017 18:41:54 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00888359178271312| Всего: 2,87287221126394| Состояние: NOLOAD 
Время: 04/19/2017 18:41:57 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00420394802661796| Всего: 2,87707615929056| Состояние: NOLOAD 
Время: 04/19/2017 18:42:00 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00124047919699945| Всего: 2,87831663848756| Состояние: NOLOAD 
Время: 04/19/2017 18:42:05 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00705219564356478| Всего: 2,88536883413112| Состояние: NOLOAD 
Время: 04/19/2017 18:42:06 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00806674267075339| Всего: 2,89343557680187| Состояние: NOLOAD 
Время: 04/19/2017 18:42:09 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00225849556376156| Всего: 2,89569407236563| Состояние: NOLOAD 
Время: 04/19/2017 18:49:00 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 8,30185367181052E-05| Всего: 2,89577709090235| Состояние: NOLOAD 
Время: 04/19/2017 18:49:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00168724632900546| Всего: 2,89746433723136| Состояние: NOLOAD 
Время: 04/19/2017 18:49:04 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00585001298498829| Всего: 2,90331435021635| Состояние: NOLOAD 
Время: 04/19/2017 18:49:07 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00584929525658921| Всего: 2,90916364547294| Состояние: NOLOAD 
Время: 04/19/2017 18:49:10 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00214826643566986| Всего: 2,91131191190861| Состояние: NOLOAD 
Время: 04/19/2017 18:49:13 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00778995040701234| Всего: 2,91910186231562| Состояние: NOLOAD 
Время: 04/19/2017 18:49:16 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00075008099467963| Всего: 2,9198519433103| Состояние: NOLOAD 
Время: 04/19/2017 18:49:19 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00210096432925247| Всего: 2,92195290763955| Состояние: NOLOAD 
Время: 04/19/2017 18:49:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00144225454956398| Всего: 2,92339516218911| Состояние: NOLOAD 
Время: 04/19/2017 18:49:25 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0015861332982714| Всего: 2,92498129548738| Состояние: NOLOAD 
Время: 04/19/2017 18:49:28 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00122711201255541| Всего: 2,92620840749994| Состояние: NOLOAD 
Время: 04/19/2017 18:49:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00784463899109729| Всего: 2,93405304649104| Состояние: NOLOAD 
Время: 04/19/2017 18:49:36 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00549634340475143| Всего: 2,93954938989579| Состояние: NOLOAD 
Время: 04/19/2017 18:49:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00992064716756374| Всего: 2,94947003706335| Состояние: NOLOAD 
Время: 04/19/2017 18:49:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00275896245742168| Всего: 2,95222899952077| Состояние: NOLOAD 
Время: 04/19/2017 18:49:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00823237647220137| Всего: 2,96046137599297| Состояние: NOLOAD 
Время: 04/19/2017 18:50:13 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00506829204273796| Всего: 2,96552966803571| Состояние: NOLOAD 
Время: 04/19/2017 18:50:16 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00261023617936775| Всего: 2,96813990421508| Состояние: NOLOAD 
Время: 04/19/2017 18:50:19 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00102618697147173| Всего: 2,96916609118655| Состояние: NOLOAD 
Время: 04/19/2017 18:50:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00428525432212523| Всего: 2,97345134550867| Состояние: NOLOAD 
Время: 04/19/2017 18:50:25 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00402830255871094| Всего: 2,97747964806738| Состояние: NOLOAD 
Время: 04/19/2017 18:50:28 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00373308169363676| Всего: 2,98121272976102| Состояние: NOLOAD 
Время: 04/19/2017 18:50:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0078006093286912| Всего: 2,98901333908971| Состояние: NOLOAD 
Время: 04/19/2017 18:50:34 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00941158579169381| Всего: 2,9984249248814| Состояние: NOLOAD 
Время: 04/19/2017 18:50:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00578175421142101| Всего: 3,00420667909282| Состояние: NOLOAD 
Время: 04/19/2017 18:50:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0022548397640953| Всего: 3,00646151885692| Состояние: NOLOAD 
Время: 04/19/2017 18:50:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00162849627976701| Всего: 3,00809001513669| Состояние: NOLOAD 
Время: 04/19/2017 18:50:47 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00963285533694218| Всего: 3,01772287047363| Состояние: NOLOAD 
Время: 04/19/2017 18:51:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00917120127434433| Всего: 3,02689407174797| Состояние: NOLOAD 
Время: 04/19/2017 18:51:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00452519588848818| Всего: 3,03165444854259| Состояние: NOLOAD 
Время: 04/19/2017 18:51:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00023518090612962| Всего: 3,0271292526541| Состояние: NOLOAD 
Время: 04/19/2017 18:51:33 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00124680657463465| Всего: 3,03290125511722| Состояние: OK 
Время: 04/19/2017 18:51:34 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00454408076337729| Всего: 3,0374453358806| Состояние: OK 
Время: 04/19/2017 18:51:35 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00988366363099016| Всего: 3,04732899951159| Состояние: OK 
Время: 04/19/2017 18:51:35 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00223671262256648| Всего: 3,04956571213416| Состояние: OK 
Время: 04/19/2017 18:51:36 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00348745168349121| Всего: 3,05305316381765| Состояние: OK 
Время: 04/19/2017 18:51:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00660611569723399| Всего: 3,05965927951488| Состояние: OK 
Время: 04/19/2017 18:51:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00483853136414594| Всего: 3,06449781087903| Состояние: OK 
Время: 04/19/2017 18:51:38 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00087065961252463| Всего: 3,06536847049155| Состояние: OK 
Время: 04/19/2017 18:51:39 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00421186828250618| Всего: 3,06991842891086| Состояние: OK 
Время: 04/19/2017 18:51:39 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00033809013680466| Всего: 3,06570656062835| Состояние: OK 
Время: 04/19/2017 18:51:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0066400911084563| Всего: 3,07655852001932| Состояние: OK 
Время: 04/19/2017 18:51:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00591694339919693| Всего: 3,08247546341852| Состояние: OK 
Время: 04/19/2017 18:51:41 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00599340346455267| Всего: 3,08846886688307| Состояние: OK 
Время: 04/19/2017 18:51:42 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00724756580649296| Всего: 3,09571643268956| Состояние: OK 
Время: 04/19/2017 18:51:42 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00738954735332613| Всего: 3,10310598004289| Состояние: OK 
Время: 04/19/2017 18:51:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00326618394966525| Всего: 3,10637216399256| Состояние: NOLOAD 
Время: 04/19/2017 18:51:46 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0032156739026381| Всего: 3,1095878378952| Состояние: NOLOAD 
Время: 04/19/2017 18:51:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000761013585497166| Всего: 3,1103488514807| Состояние: NOLOAD 
Время: 04/19/2017 18:51:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000651215310511745| Всего: 3,11100006679121| Состояние: NOLOAD 
Время: 04/19/2017 18:51:55 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00913565598388| Всего: 3,12013572277509| Состояние: NOLOAD 
Время: 04/19/2017 18:51:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0086302430176317| Всего: 3,12876596579272| Состояние: NOLOAD 
Время: 04/19/2017 18:52:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00602600867209304| Всего: 3,13479197446481| Состояние: NOLOAD 
Время: 04/19/2017 18:52:04 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00378148834862816| Всего: 3,13857346281344| Состояние: NOLOAD 
Время: 04/19/2017 18:52:07 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00823019300505062| Всего: 3,14680365581849| Состояние: NOLOAD 
Время: 04/19/2017 18:52:10 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00634993684308135| Всего: 3,15315359266157| Состояние: NOLOAD 
Время: 04/19/2017 18:52:13 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00388663700031426| Всего: 3,15704022966188| Состояние: NOLOAD 
Время: 04/19/2017 18:52:16 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00643842719329448| Всего: 3,16347865685517| Состояние: NOLOAD 
Время: 04/19/2017 18:52:19 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 6,7541045168201E-05| Всего: 3,16354619790034| Состояние: NOLOAD 
Время: 04/19/2017 18:52:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00989342667157456| Всего: 3,17343962457191| Состояние: NOLOAD 
Время: 04/19/2017 18:52:26 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00616145412724533| Всего: 3,17960107869916| Состояние: NOLOAD 
Время: 04/19/2017 18:52:28 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00111722565773745| Всего: 3,1807183043569| Состояние: NOLOAD 
Время: 04/19/2017 18:52:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00292976305490814| Всего: 3,18364806741181| Состояние: NOLOAD 
Время: 04/19/2017 18:52:34 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00120707364343436| Всего: 3,18485514105524| Состояние: NOLOAD 
Время: 04/19/2017 18:52:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00706093740978322| Всего: 3,19191607846502| Состояние: NOLOAD 
Время: 04/19/2017 18:52:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00998030543792076| Всего: 3,20189638390294| Состояние: NOLOAD 
Время: 04/19/2017 18:52:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00330055822772| Всего: 3,20519694213066| Состояние: NOLOAD 
Время: 04/19/2017 18:52:46 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00561267977376128| Всего: 3,21080962190442| Состояние: NOLOAD 
Время: 04/19/2017 18:52:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00768393454499726| Всего: 3,21849355644942| Состояние: NOLOAD 
Время: 04/19/2017 18:52:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00927151077393047| Всего: 3,22776506722335| Состояние: NOLOAD 
